model_name,latent_dim,r2_mean1,r2_std1,mse_mean1,mse_std1,maxse_mean1,maxse_std1,r2_mean2,r2_std2,mse_mean2,mse_std2,maxse_mean2,maxse_std2,r2_z1,r2_z2,r2_Z1Z3,r2_t_Z1,r2_t_Z3
Seconda,4,-0.035088737,0.1280446,0.04478541,0.004729741,0.15843968,0.033772156,0.00029089945,0.012570867,0.023159508,0.0077906693,0.10300363,0.037963156,"[np.float32(-0.11133838), np.float32(0.00141716), np.float32(-0.01662469), np.float32(-0.00091457367), np.float32(-0.0080577135), np.float32(0.00011354685)]","[np.float32(-2.0623207e-05), np.float32(-9.5009804e-05), np.float32(-0.0004029274), np.float32(-0.00016784668), np.float32(-0.00073730946), np.float32(-8.177757e-05)]","[np.float32(-0.112344146), np.float32(0.0014863014), np.float32(-0.015486598), np.float32(-0.000921607), np.float32(-0.00034582615), np.float32(4.6670437e-05)]",-0.0221134578076132,-0.0007812384507885
Seconda,4,-0.0349278263747692,0.1265363842248916,0.0447836183011531,0.0047024353407323,0.1583990901708603,0.0336719341576099,0.0002865571004804,0.0125381080433726,0.0231600310653448,0.0077909077517688,0.1029913425445556,0.0379380285739898,"[np.float32(-0.10945451), np.float32(-0.00095009804), np.float32(-0.01621902), np.float32(-0.0010120869), np.float32(-0.00762856), np.float32(-6.198883e-06)]","[np.float32(-4.8279762e-05), np.float32(7.343292e-05), np.float32(-0.0005414486), np.float32(-2.6226044e-05), np.float32(-0.0009993315), np.float32(6.198883e-06)]","[np.float32(-0.11049175), np.float32(-0.0008466244), np.float32(-0.0151462555), np.float32(-0.0010194778), np.float32(-0.00033068657), np.float32(0.00014531612)]",-0.0221008523132324,-0.0009124364660186
Seconda,4,-0.0202459227293729,0.0890660658478736,0.0443022884428501,0.0045406846329569,0.1577697843313217,0.0329124368727207,-0.0014653817052021,0.0263911448419094,0.0232077781111001,0.007841907441616,0.1029007360339164,0.0381508097052574,"[np.float32(-0.054774642), np.float32(-0.0016335249), np.float32(-0.0075854063), np.float32(-0.0006405115), np.float32(-0.00015568733), np.float32(-0.0003026724)]","[np.float32(-0.00011062622), np.float32(-0.0021196604), np.float32(-0.00036346912), np.float32(-0.00066280365), np.float32(-0.0074232817), np.float32(-0.0056512356)]","[np.float32(-0.055716395), np.float32(-0.0015115738), np.float32(-0.0072505474), np.float32(-0.00092852116), np.float32(3.6358833e-06), np.float32(-0.0018405914)]",-0.0091737438287033,0.0004342921771379
Seconda,5,-0.0222736503928899,0.0907377824187278,0.0444091111421585,0.0047708111815154,0.1581743508577346,0.0334590673446655,-0.0006708093569613,0.020602973178029,0.0231862124055624,0.0078158797696232,0.1028762683272361,0.0379305854439735,"[np.float32(-0.047862053), np.float32(-0.0027620792), np.float32(-0.009117246), np.float32(-7.712841e-05), np.float32(-0.025619388), np.float32(-0.0046908855)]","[np.float32(-0.0007711649), np.float32(-6.9618225e-05), np.float32(-0.00023019314), np.float32(-0.001611352), np.float32(-0.0009775162), np.float32(-0.0023640394)]","[np.float32(-0.048379898), np.float32(-0.0025906563), np.float32(-0.008502603), np.float32(-8.2850456e-05), np.float32(-0.0015488863), np.float32(-0.00030076504)]",-0.0112280769308408,0.0002389374480817
Seconda,5,0.3714404106140136,0.2767713367938995,0.0269412565976381,0.01072608679533,0.1431349813938141,0.0628350898623466,0.143727108836174,0.3069222569465637,0.0193996727466583,0.0084841614589095,0.0927974805235862,0.045993898063898,"[np.float32(0.75434077), np.float32(0.6936935), np.float32(0.21337217), np.float32(0.25361556), np.float32(0.44286233), np.float32(0.31684482)]","[np.float32(0.45408726), np.float32(0.3718614), np.float32(-0.13831222), np.float32(-0.04691267), np.float32(0.08050895), np.float32(0.10524452)]","[np.float32(0.7500051), np.float32(0.69503), np.float32(0.22716784), np.float32(0.2510805), np.float32(0.44093013), np.float32(0.36815423)]",0.6072503072322573,0.3315982440328422
Seconda,5,0.371461272239685,0.276746392250061,0.0269402507692575,0.0107247261330485,0.1431247740983963,0.0628407970070838,0.1438192129135131,0.3067801892757416,0.0193982925266027,0.0084835411980748,0.0927948132157325,0.0459809228777885,"[np.float32(0.75434625), np.float32(0.69367516), np.float32(0.21348476), np.float32(0.25363487), np.float32(0.44300073), np.float32(0.3169332)]","[np.float32(0.4541955), np.float32(0.37194413), np.float32(-0.13809514), np.float32(-0.04690528), np.float32(0.08062762), np.float32(0.105276406)]","[np.float32(0.7500114), np.float32(0.6950104), np.float32(0.22727472), np.float32(0.2511148), np.float32(0.44103676), np.float32(0.36823034)]",0.6072512818853548,0.3316388050935983
Seconda,5,0.0601732544600963,0.196872740983963,0.0407102815806865,0.0082573154941201,0.1568603813648224,0.0422218106687068,0.0086767319589853,0.0959752649068832,0.0229184459894895,0.0078311413526535,0.1019002795219421,0.0385871306061744,"[np.float32(-0.08507514), np.float32(0.0167315), np.float32(0.3686555), np.float32(0.20355523), np.float32(-0.0034992695), np.float32(0.018600166)]","[np.float32(0.00301677), np.float32(0.03620845), np.float32(-0.00011575222), np.float32(0.014592171), np.float32(0.008958578), np.float32(-0.010030031)]","[np.float32(-0.084822536), np.float32(0.016590059), np.float32(0.36583632), np.float32(0.2054159), np.float32(0.0038232803), np.float32(0.03881848)]",0.138863283969661,0.0275652579750034
Seconda,5,0.2541690766811371,0.2506782710552215,0.0321716479957103,0.0102152852341532,0.1437548547983169,0.0486109480261802,0.0402902103960514,0.1637935787439346,0.0220180712640285,0.0078164814040064,0.0991072803735733,0.0400979705154895,"[np.float32(0.47112036), np.float32(0.3380298), np.float32(0.36470097), np.float32(0.37536895), np.float32(0.18648154), np.float32(0.086467385)]","[np.float32(0.09806192), np.float32(0.13342762), np.float32(-0.0049636364), np.float32(-0.042634845), np.float32(0.14158481), np.float32(-0.016731024)]","[np.float32(0.4663055), np.float32(0.33902162), np.float32(0.37443072), np.float32(0.368648), np.float32(0.08605957), np.float32(0.13465905)]",0.4186537161077233,0.1042221710750767
Seconda,5,0.2572868764400482,0.2502187490463257,0.0320450626313686,0.0102555621415376,0.1430719643831253,0.0481866970658302,0.0394572056829929,0.1664342135190963,0.0220287069678306,0.0078128445893526,0.0991421192884445,0.0400140210986137,"[np.float32(0.47427613), np.float32(0.3387813), np.float32(0.3743332), np.float32(0.3749866), np.float32(0.19542849), np.float32(0.085553646)]","[np.float32(0.09820151), np.float32(0.13339943), np.float32(-0.007937074), np.float32(-0.042445898), np.float32(0.140351), np.float32(-0.019482732)]","[np.float32(0.46941328), np.float32(0.3394817), np.float32(0.38394964), np.float32(0.3684892), np.float32(0.08737385), np.float32(0.13409817)]",0.4205020076366694,0.1043113876176918
Seconda,5,0.2551213204860687,0.2493526488542556,0.0321451984345912,0.0102505767717957,0.1437660306692123,0.0488008297979831,0.0386034324765205,0.1667107939720153,0.0220560915768146,0.0078489882871508,0.0992816463112831,0.0401806682348251,"[np.float32(0.47247612), np.float32(0.33924234), np.float32(0.368164), np.float32(0.37384033), np.float32(0.1845811), np.float32(0.084377885)]","[np.float32(0.09608996), np.float32(0.13231266), np.float32(-0.0067460537), np.float32(-0.04147029), np.float32(0.14000726), np.float32(-0.028020024)]","[np.float32(0.46778297), np.float32(0.33998096), np.float32(0.37744337), np.float32(0.366987), np.float32(0.08489901), np.float32(0.13390064)]",0.4197381085444577,0.103808909975505
Seconda,5,0.2541801035404205,0.2491844296455383,0.0321841761469841,0.0102185625582933,0.1434278935194015,0.0482414588332176,0.0380322448909282,0.1669837981462478,0.0220720469951629,0.0078604305163025,0.0993965789675712,0.0404653027653694,"[np.float32(0.47003448), np.float32(0.33486843), np.float32(0.36804247), np.float32(0.37483484), np.float32(0.19199383), np.float32(0.084898174)]","[np.float32(0.097245395), np.float32(0.12615287), np.float32(-0.0076874495), np.float32(-0.043025732), np.float32(0.14253062), np.float32(-0.02370131)]","[np.float32(0.46521038), np.float32(0.33571982), np.float32(0.37755543), np.float32(0.3681013), np.float32(0.08615947), np.float32(0.12841147)]",0.4182769675973578,0.1030781216604859
Seconda,5,-0.036915224045515,0.1389917433261871,0.0448691956698894,0.0053042396903038,0.159897893667221,0.0356175154447555,-0.0036620190367102,0.0414242483675479,0.0232419464737176,0.0078475475311279,0.1034291610121727,0.0383705422282218,"[np.float32(-0.101888895), np.float32(-0.0004862547), np.float32(-0.01983416), np.float32(-0.004453659), np.float32(-0.013171434), np.float32(-0.0040893555)]","[np.float32(-0.0020549297), np.float32(-0.006702423), np.float32(-0.0055896044), np.float32(-0.0034555197), np.float32(-0.0043445826), np.float32(-0.0007658005)]","([np.float32(-0.102690816), np.float32(-0.0003861189), np.float32(-0.018727064), np.float32(-0.0040365458), np.float32(-0.0015782118), np.float32(-0.006411791)], array([0.11431652, 0.10194891, 0.09829719, 0.08325023, 0.07211267,
       0.06899177], dtype=float32))",-0.018441586532677,-0.0016171432959874
Seconda,5,-0.0374144501984119,0.1334034204483032,0.0448774881660938,0.0049113780260086,0.1592478305101394,0.0343242175877094,-0.0016712341457605,0.0347240827977657,0.0231953505426645,0.0078173764050006,0.1031228378415107,0.0380957312881946,"[np.float32(-0.11329472), np.float32(-0.0012153387), np.float32(-0.018276572), np.float32(-0.0017079115), np.float32(-0.01057601), np.float32(-0.0009611845)]","[np.float32(-0.0014305115), np.float32(-0.0014195442), np.float32(-0.0008029938), np.float32(-0.0024077892), np.float32(-0.0013362169), np.float32(-0.004375577)]","([np.float32(-0.11432469), np.float32(-0.0011417866), np.float32(-0.017151475), np.float32(-0.0018510818), np.float32(-0.0012937784), np.float32(-9.000301e-05)], array([0.11431652, 0.10194891, 0.09829719, 0.08325023, 0.07211267,
       0.06899177], dtype=float32))",-0.0217786100463102,-0.0001061171654446
Seconda,5,0.2689152061939239,0.2549780905246734,0.0316958762705326,0.0108720576390624,0.1484077274799347,0.0578895173966884,0.0275090429931879,0.2171234488487243,0.0221916120499372,0.0081661194562911,0.0996586307883262,0.0395366586744785,"[np.float32(0.6514451), np.float32(0.46344644), np.float32(0.28170043), np.float32(0.07647282), np.float32(0.2962501), np.float32(0.12463659)]","[np.float32(0.05941385), np.float32(0.18771052), np.float32(-0.02901721), np.float32(-0.043353796), np.float32(-0.009082675), np.float32(0.06492102)]","([np.float32(0.6484647), np.float32(0.46454686), np.float32(0.28717422), np.float32(0.0672009), np.float32(0.0649035), np.float32(0.1993537)], array([0.11431652, 0.10194891, 0.09829719, 0.08325023, 0.07211267,
       0.06899177], dtype=float32))",0.449653620481784,0.1211775810791573
Seconda,5,0.3030472993850708,0.2545651495456695,0.0301172062754631,0.0106207225471735,0.1458093822002411,0.0545992664992809,0.0666002854704856,0.2278845906257629,0.0211997684091329,0.0076951067894697,0.0969030484557151,0.040288433432579,"[np.float32(0.25463378), np.float32(0.45999736), np.float32(0.6861318), np.float32(0.39033514), np.float32(0.22172385), np.float32(0.17155737)]","[np.float32(0.21381193), np.float32(0.21553904), np.float32(-0.00578773), np.float32(0.021426558), np.float32(-0.06256163), np.float32(-0.08588052)]","([np.float32(0.25799757), np.float32(0.45877737), np.float32(0.68824565), np.float32(0.40164924), np.float32(0.21501595), np.float32(0.21569341)], array([0.11431652, 0.10194891, 0.09829719, 0.08325023, 0.07211267,
       0.06899177], dtype=float32))",0.4849605167945687,0.1833896102564047
Seconda,5,0.3369450867176056,0.2567856013774872,0.02858627773821354,0.010236716829240322,0.13983231782913208,0.050806451588869095,0.12336347997188568,0.2387419044971466,0.019804898649454117,0.007381999399513006,0.09107021987438202,0.03889003023505211,"[np.float32(0.49874038), np.float32(0.51013434), np.float32(0.4159851), np.float32(0.3565992), np.float32(0.33029413), np.float32(0.3855405)]","[np.float32(0.27299), np.float32(0.40160376), np.float32(0.019531548), np.float32(-0.03451693), np.float32(0.08958399), np.float32(0.080756664)]","([np.float32(0.4923184), np.float32(0.5104728), np.float32(0.4310891), np.float32(0.36546117), np.float32(0.2607653), np.float32(0.38765383)], array([0.11431652, 0.10194891, 0.09829719, 0.08325023, 0.07211267,
       0.06899177], dtype=float32))",0.5343702600556581,0.25318396181769176
