model_name,latent_dim,r2_mean1,r2_std1,mse_mean1,mse_std1,maxse_mean1,maxse_std1,r2_mean2,r2_std2,mse_mean2,mse_std2,maxse_mean2,maxse_std2,r2_z1,r2_z2,r2_Z1Z3,r2_t_Z1,r2_t_Z3
"CleanNorm,3",5,-11.890159,5.638694,0.5003662,0.21550043,1.8029559,0.695209,-22.333696,6.55161,0.5325183,0.09770682,1.8547857,0.6660359,"[-5.025275230407715, -8.796067237854004, -44.99517059326172, -8.798567771911621, -3.2389421463012695, -8.337721824645996]","[-4.617851734161377, -5.127204418182373, -3.379507064819336, -3.243194580078125, -8.396744728088379, -7.671235084533691]","[-4.010090351104736, -5.708728313446045, -9.235995292663574, -4.0018086433410645, -44.45792007446289, -8.765585899353027]",-6.966569412212953,-16.892189883199023
