model_name,latent_dim,r2_mean1,r2_std1,mse_mean1,mse_std1,maxse_mean1,maxse_std1,r2_mean2,r2_std2,mse_mean2,mse_std2,maxse_mean2,maxse_std2,r2_z1,r2_z2,r2_Z1Z3,r2_t_Z1,r2_t_Z3
Try1,4,0.6005129,0.23613863,28.126198,17.48265,183.4143,132.60387,0.390184,0.2714722,37.678654,19.985952,200.68669,113.93311,"[0.8934551849961281, 0.9173188731074333, 0.36341917514801025, 0.33090323209762573, 0.7876667082309723, 0.5787352323532104]","[0.691780149936676, 0.6192248165607452, 0.10309475660324097, 0.18256217241287231, 0.1782328486442566, 0.3126683831214905]","[0.7081681787967682, 0.8848331347107887, 0.6382787227630615, 0.913165733218193, 0.35484087467193604, 0.29353487491607666]",0.7997595830845632,0.6222225048109022
