Model Name,Latent Dim,Z2 R2 Mean,Z2 R2 Std,Z2 MSE Mean,Z2 MSE Std,Z2 MaxSE Mean,Z2 MaxSE Std,PCA R2 Z2 PC,Varianzce Explained Z2,PCA R2 Time Signal Z2
"5D,6,5",5,0.44260892,0.16937591,0.012040305,0.0045832996,0.06233791,0.03141869,"[np.float32(0.84440684), np.float32(0.8959028), np.float32(0.6309405), np.float32(0.8668272), np.float32(0.8291896), np.float32(0.4308017), np.float32(0.11491519), np.float32(0.098718524), np.float32(-0.036005855), np.float32(0.01929605)]","[0.11289217 0.10655869 0.09845922 0.09539514 0.07781033 0.07475094
 0.06826579 0.05083768 0.03802858 0.03600644]",0.5559357323128895
