Model Name,Latent Dim,Z2 R2 Mean,Z2 R2 Std,Z2 MSE Mean,Z2 MSE Std,Z2 MaxSE Mean,Z2 MaxSE Std,PCA R2 Z2 PC,Varianzce Explained Z2,PCA R2 Time Signal Z2
ProvaCiclo,5,0.6528575,0.21736771,0.024660213,0.014290995,0.13323256,0.097950764,"[np.float32(0.91843194), np.float32(0.73932505), np.float32(0.63236797), np.float32(0.39358312), np.float32(0.0749374), np.float32(0.09155846), np.float32(0.0861603), np.float32(0.028015971), np.float32(-0.029803157), np.float32(-0.023168206)]","[0.5011595  0.16038884 0.10834242 0.07700271 0.04439609 0.03894755
 0.02370056 0.01704698 0.01182901 0.00703434]",0.5039904041516405
