Model Name,Latent Dim,Z2 R2 Mean,Z2 R2 Std,Z2 MSE Mean,Z2 MSE Std,Z2 MaxSE Mean,Z2 MaxSE Std,PCA R2 Z2 PC,Varianzce Explained Z2,PCA R2 Time Signal Z2
Prova,5,0.75516415,0.19224931,0.021467434,0.01610595,0.08163051,0.061727863,"[np.float32(0.97368765), np.float32(0.884235), np.float32(0.8722321), np.float32(0.37248927), np.float32(0.20018071), np.float32(0.5245762), np.float32(0.039985895), np.float32(0.1359877), np.float32(0.0132030845), np.float32(-0.027541518)]","[0.46657878 0.16014756 0.1260782  0.08131901 0.05133389 0.04533209
 0.02795798 0.02046639 0.01344199 0.00734415]",0.5819377590061878
