Model Name,Latent Dim,Z2 R2 Mean,Z2 R2 Std,Z2 MSE Mean,Z2 MSE Std,Z2 MaxSE Mean,Z2 MaxSE Std,PCA R2 Z2 PC,Varianzce Explained Z2,PCA R2 Time Signal Z2
"30,20-Noise0,15",5,0.90528965,0.10181704,0.006488433,0.006438222,0.03479899,0.03748857,"[np.float32(0.9917669), np.float32(0.9732924), np.float32(0.9564628), np.float32(0.92698663), np.float32(0.85837114), np.float32(0.7787825), np.float32(0.32580262), np.float32(0.026696622), np.float32(0.011598408), np.float32(-0.0028584003)]","[0.6744536  0.12040788 0.06999717 0.03629174 0.02329186 0.01796714
 0.01049948 0.00811327 0.00666527 0.00550415]",0.4701921372002187
