Model Name,Latent Dim,Z2 R2 Mean,Z2 R2 Std,Z2 MSE Mean,Z2 MSE Std,Z2 MaxSE Mean,Z2 MaxSE Std,PCA R2 Z2 PC,Varianzce Explained Z2,PCA R2 Time Signal Z2
"30-20,5",5,0.9585257,0.08298134,0.0025815351,0.004744211,0.01645641,0.03805842,"[np.float32(0.9913961), np.float32(0.9896531), np.float32(0.9820402), np.float32(0.84358615), np.float32(0.655839), np.float32(0.7887896), np.float32(0.59993684), np.float32(0.516065), np.float32(0.43196034), np.float32(0.3948903)]","[0.701988   0.13717869 0.09273544 0.0277328  0.0124292  0.00958384
 0.0072346  0.00540935 0.00236852 0.00152935]",0.9373809292846144
