Model Name,Latent Dim,Z1 R2 Mean,Z1 R2 Std,Z1 MSE Mean,Z1 MSE Std,Z1 MaxSE Mean,Z1 MaxSE Std,Z3 R2 Mean,Z3 R2 Std,Z3 MSE Mean,Z3 MSE Std,Z3 MaxSE Mean,Z3 MaxSE Std,PCA R2 Z1 PC,Varianzce Explained Z1,PCA R2 Z3 PC,Varianzce Explained Z3,PCA R2 (Z1+Z3) PC,Variance Explained (Z1+Z3),PCA R2 Time Signal Z1,PCA R2 Time Signal Z3
30-20-clone,5,0.9478624,0.1164306,0.004069123,0.00876808,0.022882989,0.057162646,0.52564317,1.1946605,0.00082767603,0.0020176459,0.0038216312,0.007146045,"[np.float32(0.9783426), np.float32(0.9509154), np.float32(0.7659372), np.float32(0.7986874), np.float32(0.6087121), np.float32(0.12707996)]",[0.8489143  0.10493518 0.02925233 0.00873215 0.0061048  0.00102259],"[np.float32(0.5671321), np.float32(0.81110007), np.float32(0.8026561), np.float32(0.41035056), np.float32(0.19047147), np.float32(-0.03858733)]",[0.58879125 0.17272012 0.16562642 0.04830452 0.01388516 0.00652507],"[np.float32(0.9783468), np.float32(0.9507053), np.float32(0.7656456), np.float32(0.57078254), np.float32(0.7963859), np.float32(0.61258113)]",[0.83237094 0.10291231 0.02872819 0.01156167 0.00858537 0.00591312],0.9749125582298923,0.8554147940543632
