Model Name,Latent Dim,Z1 R2 Mean,Z1 R2 Std,Z1 MSE Mean,Z1 MSE Std,Z1 MaxSE Mean,Z1 MaxSE Std,Z3 R2 Mean,Z3 R2 Std,Z3 MSE Mean,Z3 MSE Std,Z3 MaxSE Mean,Z3 MaxSE Std,PCA R2 Z1 PC,Varianzce Explained Z1,PCA R2 Z3 PC,Varianzce Explained Z3,PCA R2 (Z1+Z3) PC,Variance Explained (Z1+Z3),PCA R2 Time Signal Z1,PCA R2 Time Signal Z3
"5D,6,0",5,0.8059226,0.12456144,0.008461348,0.005316933,0.05373561,0.051757194,0.46748802,0.22312565,0.012106853,0.0062179323,0.06243342,0.036304325,"[np.float32(0.9579974), np.float32(0.93619215), np.float32(0.9644542), np.float32(0.9299295), np.float32(0.8795803), np.float32(0.8055526)]",[0.18469244 0.15712638 0.15364705 0.1247983  0.0939083  0.07291616],"[np.float32(0.73056257), np.float32(0.7393308), np.float32(0.44279182), np.float32(0.4576233), np.float32(0.32336485), np.float32(0.30511272)]",[0.201721   0.1937943  0.09722542 0.09606605 0.06271102 0.05546547],"[np.float32(0.95743024), np.float32(0.9345326), np.float32(0.9632188), np.float32(0.93081504), np.float32(0.7418407), np.float32(0.8105804)]",[0.12303583 0.10708901 0.10418277 0.08354789 0.07046905 0.06910293],0.8987955573030708,0.6203749977097874
