Model Name,Latent Dim,Z1 R2 Mean,Z1 R2 Std,Z1 MSE Mean,Z1 MSE Std,Z1 MaxSE Mean,Z1 MaxSE Std,Z3 R2 Mean,Z3 R2 Std,Z3 MSE Mean,Z3 MSE Std,Z3 MaxSE Mean,Z3 MaxSE Std,PCA R2 Z1 PC,Varianzce Explained Z1,PCA R2 Z3 PC,Varianzce Explained Z3,PCA R2 (Z1+Z3) PC,Variance Explained (Z1+Z3),PCA R2 Time Signal Z1,PCA R2 Time Signal Z3
"30,20-Noise10,15",5,0.3947762,0.5221412,0.0435247,0.036103096,0.20212397,0.16124594,-0.033098474,0.39492014,0.0029848763,0.0028867458,0.014574689,0.013835275,"[np.float32(0.6001997), np.float32(0.5197154), np.float32(0.24303812), np.float32(0.17392737), np.float32(0.0848006), np.float32(0.10669148)]",[0.618085   0.13708317 0.08405615 0.04123051 0.02532396 0.01915009],"[np.float32(-0.015497923), np.float32(0.091317534), np.float32(0.18296164), np.float32(0.05531013), np.float32(0.07164258), np.float32(0.049603164)]",[0.49725392 0.15694551 0.12644042 0.07281256 0.03831083 0.02334939],"[np.float32(0.6003194), np.float32(0.5207265), np.float32(0.24449438), np.float32(0.174712), np.float32(0.085051954), np.float32(0.106069446)]",[0.595889   0.13221644 0.08110321 0.03980675 0.02442553 0.0184693 ],0.26141086583338424,0.19399540306368457
