Model Name,Latent Dim,Z1 R2 Mean,Z1 R2 Std,Z1 MSE Mean,Z1 MSE Std,Z1 MaxSE Mean,Z1 MaxSE Std,Z3 R2 Mean,Z3 R2 Std,Z3 MSE Mean,Z3 MSE Std,Z3 MaxSE Mean,Z3 MaxSE Std,PCA R2 Z1 PC,Varianzce Explained Z1,PCA R2 Z3 PC,Varianzce Explained Z3,PCA R2 (Z1+Z3) PC,Variance Explained (Z1+Z3),PCA R2 Time Signal Z1,PCA R2 Time Signal Z3
"30-20,3-2",5,0.934504,0.1305541,0.0051402017,0.009578239,0.028649203,0.056040447,0.2184185,0.7036435,0.0013814918,0.002312638,0.008850816,0.016207302,"[np.float32(0.9721921), np.float32(0.9460169), np.float32(0.70499855), np.float32(0.7238042), np.float32(0.4468906), np.float32(-0.01972723)]",[0.8489143  0.10493518 0.02925233 0.00873215 0.0061048  0.00102259],"[np.float32(0.40761077), np.float32(0.45184642), np.float32(0.3556319), np.float32(0.010804057), np.float32(0.15004236), np.float32(-0.08177948)]",[0.58879125 0.17272012 0.16562642 0.04830452 0.01388516 0.00652507],"[np.float32(0.97219425), np.float32(0.9458736), np.float32(0.7051478), np.float32(0.4217105), np.float32(0.72268873), np.float32(0.4114383)]",[0.83237094 0.10291231 0.02872819 0.01156167 0.00858537 0.00591312],0.949095813334986,0.6171699010624461
